	Kingdom	Phylum	Class	Order	Family	Genus	Species
2597515	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	sp. SEMIA
2949630	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	sp. CCGUVB23
2592814	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Tardiphaga	sp. vice154
2942452	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	sp. bbatCR03
2588299	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseivivax	sp. THAF197b
2919914	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	sp. LaA6.9
2954023	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont (group A) of Lasioglossum lativentre
2954031	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont (group A) of Merzomyia westermanni
42862	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	felis
35790	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	japonica
1133329	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	endosymbiont of Ixodes pacificus
2811789	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	sp. MS389
2483366	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales			
1911685	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	sp. MZ-A1
114529	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	alexandrinus
570266	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	
2663020	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	sp. E11-6
164452	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	souniana
1147152	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Peduoviridae	Skunavirus	Enterobacteria phage mEp460
2801834	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Pamirivirus	Klebsiella phage vB_KpM_FBKp24
1105171	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Ceduovirus	Bacteroides phage B124-14
1718158	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Lughvirus	Enterococcus phage IME-EFm5
2094736	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Taranisvirus	Bacillus phage v_B-Bak10
1486428	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Toutatisvirus	Enterococcus phage EFC-1
2560210	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Priunavirus	
2948922	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Demerecviridae	Thalassavirus	
10761	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Lederbergvirus	Sf6
1918721	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Herelleviridae	Siminovitchvirus	
2842979	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Pseudotevenvirus	
2169922	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Assiduviridae	Wongtaivirus	HK542
2844189	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Herelleviridae	Wongtaivirus	ECP1
1914851	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Seunavirus	
2560455	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Vequintavirus	V18
2886031	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Mesyanzhinovviridae	Bosavirus	Xanthomonas phage FMYAK-P1
2740427	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Mesyanzhinovviridae	Xooduovirus	Stenotrophomonas phage vB_SmaS-AXL_3
2734109	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Goslarvirus	goslar
1784982	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Zobellviridae	Paundecimvirus	Pseudomonas phage O4
2859655	Viruses	Uroviricota	Caudoviricetes	Thumleimavirales	Schitoviridae		Stenotrophomonas phage Philippe
2844140	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Rountreeviridae	Copernicusvirus	Ef63
1984796	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Casjensviridae	Seoulvirus	SPN3US
2734145	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Salasmaviridae	Tamkungvirus	ST4
1805459	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Autographiviridae	Fromanvirus	Mycobacterium phage Mulciber
2015864	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Assiduviridae	Gordonvirus	Arthrobacter phage Nightmare
2733666	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Autographiviridae	Przondovirus	IL33
2734258	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Rountreeviridae	Montyvirus	stevefrench
2560688	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Nickievirus	nickie
1785960	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Ackermannviridae	Agtrevirus	Ralstonia phage RSP15
2704413	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Lymphocystivirus	Lymphocystis disease virus 4
1513458	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	Marseillevirus	
10261	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus
10265	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Capripoxvirus	
2734576	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Salmonpoxvirus	Salmon gillpox virus
39444	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Oryzopoxvirus	Cotia virus
28321	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Betaentomopoxvirus	Amsacta moorei entomopoxvirus
3052206	Viruses	Lenarviricota	Naldaviricetes	Lefavirales	Nudiviridae	Gammanudivirus	cameanadis
3047353	Viruses	Artverviricota	Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	agsegetum
3047753	Viruses	Lenarviricota	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	chrychalcites
3052348	Viruses	Nucleocytoviricota	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	musdomesticae
119164	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	
2320870	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Platycodon mild mottle virus
3052452	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	Orthobunyavirus	turlockense
362692	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Oryza rufipogon alphaendornavirus
2060084	Viruses	Cossaviricota	Naldaviricetes	Lefavirales	Nudiviridae	Pandoravirus	
285013	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Bicaudaviridae		Sulfolobus virus STSV1
2083300	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Polydnaviriformidae	Bracoviriform	facetosae
2846589	Viruses	Taleaviricota	Tokiviricetes	Ligamenvirales	Rudiviridae	Usarudivirus	SIRV11
1705393	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	sp. ERMR1:04
2856522	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	sp. D764
367488	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	sp. (Periplaneta americana)
2821409	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	sp. LJBV19
1221880	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	
2989766	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	sp. IVB6214
3020908	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	sp. NRL 22/194
2935040	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	sp. Arg-1
2036	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	citreum
133549	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	shottsii
3074148	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	sp. SG20037
2054902	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	sp. AQ5-07
2609809	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	sp. LBUM 1482
2996051	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	sp. NA13
75291	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	alaniniphila
1182	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae		
207921	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Lyngbya	confervoides
1329841	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	sp. BIDMC 29
2724469	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	sp. JUb9
2482769	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	sp. P2ACOL2
528343	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. G11
2895487	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. B21-041
2864101	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. So3.2b
2862945	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. ArH3a
2954101	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. FP830
1940621	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	alloputida
2681983	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	bijieensis
470150	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	taiwanensis
86188	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	geniculata
2759705	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	sp. MT33b
2799564	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	sp. LC2018020214
570156	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	lipolytica
2883075	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	sp. LQ2
2976237	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	sp. STUT-A16
2483402	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	sp. NZP2234
83263	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	aminovorans
2592817	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Tardiphaga	sp. vice304
288021	Bacteria	Pseudomonadota	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	
2977320	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	sp. PR12
61	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla	stercoraria
2572069	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	sp. CFSAN093227
286130	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	
478174	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	carolinensis
64897	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	bissettiae
651456	Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	
939	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	
3033391	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	sp. QDMS2
2267	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae		
1920749	Archaea	Candidatus Micrarchaeota				Candidatus Mancarchaeum	acidiphilum
2955560	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Burzaovirus	coli
2955557	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buhlduvirus	porcinus
2955563	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Cacepaovirus	simiae
2843399	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Kanagawavirus	
2956206	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Mosugukvirus	pm2
2844192	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tequatrovirus	effone
2956057	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Keshuvirus	shedlockholmes
2859656	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Pokkenvirus	Stenotrophomonas phage Piffle
12348	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Toutatisvirus	Lactobacillus phage LL-H
99179	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Taranisvirus	Bacteroides phage B40-8
2985324	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Ceduovirus	Microbacterium phage OscarSo
458639	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Kingevirus	Bacillus phage 0305phi8-36
2732037	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Pogseptimavirus	
2844669	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Winoviridae	Kenoshavirus	kenosha
2014347	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Verdandiviridae	Gordonvirus	Arthrobacter phage Niktson
2250409	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Gordonvirus	Arthrobacter phage Breylor17
2734236	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Demerecviridae	Gillianvirus	oneinagillian
2956210	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Vilmaviridae	Myradeevirus	MyraDee
2734108	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Casjensviridae	Eurybiavirus	PHM2
2734207	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Salasmaviridae	Lenusvirus	SAC12
2955532	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Peduoviridae	Bracchivirus	U2F1
2956401	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Vilmaviridae	Schmidtvirus	schmidt
2733968	Viruses	Uroviricota	Caudoviricetes	Thumleimavirales	Autographiviridae	Votkovvirus	S28C10
3050336	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Simplexvirus	papiinealpha2
100217	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Epizootic haematopoietic necrosis virus
159183	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Lymphocystivirus	Lymphocystis disease virus 2
62099	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Anomala cuprea entomopoxvirus
3051419	Viruses	Artverviricota	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	lyxylinae
2734436	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus	alenquerense
2508226	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Mononiviridae	Alphamononivirus	Planidovirus 1
39640	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Polydnaviriformidae	Bracoviriform	congregatae
1385658	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae		Marine gokushovirus
469590	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp. 2_2_4
2530392	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	sp. C9
2049935	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	sp. Lzh-5
2813777	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	sp. SB1-57
2816912	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	sp. LG606
3031999	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	sp. RCBS9
2483794	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	sp. S22
33925	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Entomoplasmataceae		
2742627	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	sp. RHB36-C18
2675772	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Profftia	Enterobacteriaceae endosymbiont of Donacia bicoloricornis
1225785	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	sp. DW 0440
2745512	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	shahriarae
2937985	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	sp. Marseille-Q6792
311181	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Denitratisoma	
2883236	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont of Psylliodes chrysocephala
787	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	australis
362534	Bacteria	Pseudomonadota	Alphaproteobacteria	Kordiimonadales			
2279	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	
2955548	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	coli
2955429	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Besingivirus	coli
2170248	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Unaquatrovirus	LN34
2170249	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Unaquatrovirus	Leuconostoc virus LNTR3
2845509	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Herelleviridae	Limdunavirus	P965
10663	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Tequatrovirus	
1913650	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Karamvirus	
2734086	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Kyanoviridae	Atlauavirus	acg2014f
2956144	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Kyanoviridae	Macariavirus	tuscon14g
2591110	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Mudcatvirus	Arthrobacter phage JEGGS
2835941	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Rountreeviridae	Andhravirus	Staphylococcus phage SeAlphi
2169910	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Rountreeviridae	Hawkeyevirus	hawkeye
2955428	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Pootjesviridae	Bernalvirus	mendokysei
2560679	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Autographiviridae	Pollyceevirus	pollyC
2560691	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Tabernariusvirus	tabernarius
2734007	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Drexlerviridae	Wilsonroadvirus	Sd1
1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae		Parabacteroides phage YZ-2015a
1932910	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyotaupapillomavirus	1
3052776	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetuambidensovirus	trombidiform1
945225	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Becurtovirus	Spinach curly top Arizona virus
1985703	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Cytorhabdovirus	lactucamaculante
46014	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Plasmaviridae	Plasmavirus	L2
3047749	Viruses	Phixviricota	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	alterchofumiferanae
186820	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae		
2184581	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	sp. AQ5-05
2692624	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	sp. M8
2565781	Archaea	Candidatus Nanohaloarchaeota	Candidatus Nanohalobia	Candidatus Nanohalobiales	Candidatus Nanohalobiaceae	Candidatus Nanohalobium	constans
934027	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Fletchervirus	NCTC12673
2956536	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Assiduviridae	Timshelvirus	droogsarmy
2846388	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Casjensviridae	Menderavirus	IMESM1
2560448	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Vequintavirus	murica
2560628	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Herelleviridae	Mimasvirus	CBB
2844675	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Aliceevansviridae	Secretariatvirus	secretariat
3050310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	macacinebeta9
2734519	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Anativirus	B
2894082	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	sp. KNUC1025
2846779	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	sp. NP247
1155384	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	sp. ZJUTW
1389192	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	sp. USMAHM13
2742653	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	sp. RHBSTW-00524
2954080	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. FP1762
200454	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	tremae
246861	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	
1758179	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	sp. ASNIH5
2771472	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae		
2195	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	
1922327	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Herelleviridae	Wphvirus	
1983119	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Ackermannviridae	Coopervirus	stinger
1623304	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Aliceevansviridae	Moineauvirus	
2169882	Viruses	Uroviricota	Caudoviricetes	Thumleimavirales	Assiduviridae	Erskinevirus	asesino
2653271	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Aliceevansviridae	Moineauvirus	Gordonia phage Sixama
393598	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Peduoviridae	Bielevirus	phiO18P
2956015	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Jolieduovirus	jolie2
2846232	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Huelvavirus	ort11
2842820	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Lazarusvirus	
2733092	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Kyanoviridae	Atlauavirus	
3048326	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Mardivirus	spheniscidalpha1
10242	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	
10244	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox virus
1914568	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Potamipivirus	A
3047848	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	bulgariense
2955734	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Cytorhabdovirus	rosae
1923269	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Iltovirus	Hubei tombus-like virus 22
3048345	Viruses	Preplasmiviricota	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	sujujubae
3052000	Viruses	Pisuviricota	Naldaviricetes	Lefavirales	Nudiviridae	Betanudivirus	hezeae
2734584	Viruses	Taleaviricota	Tokiviricetes	Ligamenvirales	Lipothrixviridae	Alphalipothrixvirus	SFV1
2571	Archaea	Candidatus Lokiarchaeota	Candidatus Lokiarchaeia	Candidatus Prometheoarchaeales	Candidatus Prometheoarchaeaceae	Candidatus Prometheoarchaeum	Plasmid pIP1527
2745565	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	sp. AHE14PA
261827	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	
1004303	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
2962679	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	sp. AC40
2867004	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	sp. FCW2
2922858	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	sp. TKU
